Step,AgentID,x,y,alive,habitat_preference
193,Organism000778,29,18,False,Grassland
193,Organism000781,18,14,False,Grassland
194,Organism000762,29,18,False,Grassland
194,Organism000763,29,18,False,Grassland
194,Organism000774,18,14,False,Grassland
194,Organism000788,18,14,False,Grassland
195,Organism000771,29,18,False,Grassland
195,Organism000777,18,14,False,Grassland
195,Organism000785,18,14,False,Grassland
195,Organism000794,18,14,False,Grassland
196,Organism000758,18,14,False,Grassland
197,Organism000789,29,18,False,Grassland
197,Organism000793,18,14,False,Grassland
202,Organism000797,29,18,False,Grassland
202,Organism000800,18,14,False,Grassland
203,Organism000791,29,18,False,Grassland
204,Organism000787,18,14,False,Grassland
205,Organism000790,18,14,False,Grassland
206,Organism000792,29,18,False,Grassland
206,Organism000798,18,14,False,Grassland
208,Organism000796,18,14,False,Grassland
210,Organism000802,29,18,False,Grassland
211,Organism000803,29,18,False,Grassland
212,Organism000801,29,18,False,Grassland
212,Organism000807,29,18,False,Grassland
213,Organism000809,18,14,False,Grassland
216,Organism000795,18,14,False,Grassland
218,Organism000805,18,14,False,Grassland
219,Organism000799,29,18,False,Grassland
219,Organism000808,18,14,False,Grassland
220,Organism000804,18,14,False,Grassland
221,Organism000776,29,18,False,Grassland
221,Organism000811,18,14,False,Grassland
221,Organism000815,29,18,False,Grassland
223,Organism000813,29,18,False,Grassland
225,Organism000783,18,14,False,Grassland
225,Organism000806,29,18,False,Grassland
227,Organism000819,29,18,False,Grassland
228,Organism000786,29,18,False,Grassland
230,Organism000814,29,18,False,Grassland
230,Organism000817,29,18,False,Grassland
233,Organism000812,29,18,False,Grassland
234,Organism000816,29,18,False,Grassland
235,Organism000810,29,18,False,Grassland
235,Organism000818,29,18,False,Grassland
235,Organism000823,29,18,False,Grassland
236,Organism000822,29,18,False,Grassland
239,Organism000820,29,18,False,Grassland
242,Organism000821,29,18,False,Grassland
242,Organism000826,29,18,False,Grassland
244,Organism000824,29,18,False,Grassland
245,Organism000827,29,18,False,Grassland
245,Organism000828,29,18,False,Grassland
249,Organism000825,29,18,False,Grassland
251,Organism000829,29,18,False,Grassland
