Step,AgentID,habitat_preference,alive,y,x
0,Organism000016,Forest,False,11,22
0,Organism000027,Forest,False,22,13
0,Organism000036,Grassland,False,0,27
0,Organism000046,Grassland,False,4,28
0,Organism000057,Forest,False,17,6
0,Organism000061,Forest,False,12,13
0,Organism000067,Forest,False,16,23
0,Organism000070,Grassland,False,18,0
0,Organism000093,Forest,False,17,7
0,Organism000094,Forest,False,24,29
0,Organism000096,Grassland,False,26,18
0,Organism000102,Forest,False,6,19
0,Organism000105,Grassland,False,6,9
1,Organism000001,Forest,False,15,9
1,Organism000028,Grassland,False,16,3
1,Organism000031,Grassland,False,8,29
1,Organism000040,Forest,False,4,6
1,Organism000063,Forest,False,25,22
1,Organism000076,Forest,False,5,9
1,Organism000090,Grassland,False,10,7
1,Organism000100,Grassland,False,2,27
1,Organism000106,Grassland,False,20,2
1,Organism000110,Grassland,False,10,1
2,Organism000009,Forest,False,2,3
2,Organism000017,Grassland,False,18,26
2,Organism000019,Grassland,False,4,18
2,Organism000039,Forest,False,16,0
2,Organism000044,Forest,False,24,0
2,Organism000051,Grassland,False,22,3
2,Organism000060,Forest,False,23,13
2,Organism000104,Forest,False,3,24
2,Organism000116,Forest,False,22,7
3,Organism000004,Grassland,False,16,6
3,Organism000012,Grassland,False,8,8
3,Organism000065,Grassland,False,14,10
3,Organism000109,Grassland,False,24,8
3,Organism000111,Grassland,False,6,2
3,Organism000127,Grassland,False,8,11
4,Organism000014,Forest,False,15,4
4,Organism000041,Grassland,False,19,20
4,Organism000050,Grassland,False,4,5
4,Organism000053,Grassland,False,16,7
4,Organism000062,Grassland,False,0,6
4,Organism000085,Grassland,False,7,12
4,Organism000089,Forest,False,25,9
4,Organism000098,Grassland,False,5,22
4,Organism000117,Forest,False,28,3
4,Organism000130,Forest,False,4,0
4,Organism000139,Forest,False,15,3
4,Organism000142,Forest,False,26,20
5,Organism000003,Forest,False,0,7
5,Organism000011,Forest,False,2,17
5,Organism000032,Grassland,False,4,5
5,Organism000087,Grassland,False,25,15
5,Organism000146,Grassland,False,27,10
5,Organism000157,Grassland,False,3,18
6,Organism000002,Forest,False,24,14
6,Organism000005,Grassland,False,29,7
6,Organism000035,Forest,False,11,6
6,Organism000038,Grassland,False,17,10
6,Organism000072,Grassland,False,9,9
6,Organism000081,Grassland,False,8,14
6,Organism000113,Forest,False,3,20
6,Organism000128,Forest,False,25,9
6,Organism000147,Forest,False,27,22
6,Organism000164,Forest,False,16,26
7,Organism000020,Forest,False,18,3
7,Organism000068,Forest,False,29,29
7,Organism000115,Forest,False,0,19
7,Organism000125,Forest,False,0,2
7,Organism000126,Forest,False,24,19
7,Organism000141,Grassland,False,18,9
7,Organism000145,Grassland,False,20,5
7,Organism000148,Grassland,False,3,18
7,Organism000151,Forest,False,0,2
7,Organism000154,Forest,False,19,6
7,Organism000163,Grassland,False,17,4
8,Organism000007,Forest,False,18,21
8,Organism000010,Grassland,False,2,24
8,Organism000013,Forest,False,19,6
8,Organism000026,Forest,False,20,14
8,Organism000054,Forest,False,26,27
8,Organism000058,Grassland,False,2,11
8,Organism000078,Grassland,False,3,18
8,Organism000083,Grassland,False,17,5
8,Organism000091,Grassland,False,16,4
8,Organism000119,Forest,False,7,19
8,Organism000134,Forest,False,24,21
8,Organism000153,Forest,False,28,5
8,Organism000179,Forest,False,0,2
8,Organism000181,Forest,False,11,19
9,Organism000022,Grassland,False,22,21
